pair_id,idx_9000nm,idx_11000nm,distance_m,n_matches,n_inliers,inlier_ratio,mean_conf
43507_40639,43507,40639,6.948864853109311,1400,1094,0.7814285714285715,0.35553157329559326
43508_40639,43508,40639,6.948864853109311,1368,1033,0.7551169590643275,0.35722988843917847
43509_40639,43509,40639,6.948864853109311,1429,1154,0.8075577326801959,0.3539995849132538
43510_40639,43510,40639,6.948864853109311,1453,1120,0.7708189951823813,0.3486214280128479
43502_40639,43502,40639,6.948864853109311,1313,1017,0.7745620715917746,0.3493521809577942
43503_40639,43503,40639,6.948864853109311,1341,1182,0.8814317673378076,0.34991538524627686
43500_40639,43500,40639,6.948864853109311,1307,1095,0.837796480489671,0.3453446626663208
43501_40639,43501,40639,6.948864853109311,1373,1052,0.7662053896576839,0.34693998098373413
43499_40639,43499,40639,6.948864853109311,1280,943,0.73671875,0.34716638922691345
43580_41615,43580,41615,7.2827372775617265,38,18,0.47368421052631576,0.2905955910682678
43550_41615,43550,41615,7.2827372775617265,34,17,0.5,0.28891927003860474
43581_41615,43581,41615,7.2827372775617265,46,16,0.34782608695652173,0.2758113741874695
43552_41615,43552,41615,7.2827372775617265,38,16,0.42105263157894735,0.28270241618156433
43564_41615,43564,41615,7.2827372775617265,44,18,0.4090909090909091,0.3055916130542755
43553_41615,43553,41615,7.2827372775617265,47,20,0.425531914893617,0.2738710343837738
43551_41615,43551,41615,7.2827372775617265,42,18,0.42857142857142855,0.27915337681770325
43556_41615,43556,41615,7.2827372775617265,52,21,0.40384615384615385,0.29475700855255127
43557_41615,43557,41615,7.2827372775617265,44,22,0.5,0.2753693759441376
43558_41615,43558,41615,7.2827372775617265,39,19,0.48717948717948717,0.2821703553199768
43559_41615,43559,41615,7.2827372775617265,44,17,0.38636363636363635,0.2955704927444458
43570_41615,43570,41615,7.2827372775617265,35,14,0.4,0.28856468200683594
43569_41615,43569,41615,7.2827372775617265,35,16,0.45714285714285713,0.28893131017684937
43571_41615,43571,41615,7.2827372775617265,49,21,0.42857142857142855,0.28643324971199036
43579_41615,43579,41615,7.2827372775617265,44,19,0.4318181818181818,0.2876243591308594
43554_41615,43554,41615,7.2827372775617265,39,17,0.4358974358974359,0.29756876826286316
43555_41615,43555,41615,7.2827372775617265,42,17,0.40476190476190477,0.28258538246154785
43563_41615,43563,41615,7.2827372775617265,38,17,0.4473684210526316,0.2832959294319153
43549_41615,43549,41615,7.2827372775617265,38,17,0.4473684210526316,0.2761581242084503
43565_41615,43565,41615,7.2827372775617265,46,17,0.3695652173913043,0.31159424781799316
43592_41615,43592,41615,7.2827372775617265,36,19,0.5277777777777778,0.2900334894657135
43591_41615,43591,41615,7.2827372775617265,39,15,0.38461538461538464,0.2710862159729004
43590_41615,43590,41615,7.2827372775617265,41,17,0.4146341463414634,0.27067887783050537
43610_41615,43610,41615,7.2827372775617265,49,20,0.40816326530612246,0.3000098168849945
43609_41615,43609,41615,7.2827372775617265,52,22,0.4230769230769231,0.2788883149623871
43548_41615,43548,41615,7.2827372775617265,49,19,0.3877551020408163,0.269463449716568
43547_41615,43547,41615,7.2827372775617265,41,18,0.43902439024390244,0.2868678867816925
43576_41615,43576,41615,7.2827372775617265,45,18,0.4,0.30615144968032837
43577_41615,43577,41615,7.2827372775617265,51,23,0.45098039215686275,0.3045451045036316
43578_41615,43578,41615,7.2827372775617265,43,20,0.46511627906976744,0.31664496660232544
43611_41615,43611,41615,7.2827372775617265,49,22,0.4489795918367347,0.283153772354126
43582_41615,43582,41615,7.2827372775617265,46,19,0.41304347826086957,0.2891611158847809
